注文番号,アルゴ注文番号,繰越区分,状況,状況(逆指値),セット注文,注文日時,執行条件,注文期限,銘柄,銘柄コード・市場,取引,売買,口座,注文方法,アルゴ注文情報,逆指値条件,セット注文条件,信用区分(弁済期限),注文数量[株/口],約定数量[株/口],注文金額[円],（ポイント利用）,注文単価[円],約定単価[円],現在値[円],約定代金[円],手数料[円]
"6927","","","約定","市場執行済","-","12/19 09:26:57","本日中","2025/12/19","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","41,450.0","41,450.0","41,430.0","41,450","0"
"6926","","","約定","-","-","12/19 09:26:49","本日中","2025/12/19","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","41,420.0","41,420.0","41,430.0","41,420","0"
"6925","","","約定","市場執行済","-","12/19 09:26:30","本日中","2025/12/19","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","41,390.0","41,390.0","41,430.0","41,390","0"
"6924","","","約定","-","-","12/19 09:25:19","本日中","2025/12/19","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","41,370.0","41,370.0","41,430.0","41,370","0"
"6923","","","約定","市場執行済","-","12/19 09:25:04","本日中","2025/12/19","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","41,340.0","41,340.0","41,430.0","41,340","0"
"6922","","","約定","-","-","12/19 09:24:02","本日中","2025/12/19","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","41,350.0","41,350.0","41,430.0","41,350","0"
"6921","","","約定","市場執行済","-","12/19 09:23:29","本日中","2025/12/19","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","41,340.0","41,340.0","41,430.0","41,340","0"
"6920","","","約定","-","-","12/19 09:23:12","本日中","2025/12/19","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","41,320.0","41,315.0","41,430.0","41,315","0"
"6919","","","約定","市場執行済","-","12/19 09:22:55","本日中","2025/12/19","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","41,310.0","41,310.0","41,430.0","41,310","0"
"6918","","","約定","-","-","12/19 09:22:35","本日中","2025/12/19","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","41,320.0","41,310.0","41,430.0","41,310","0"
"6917","","","約定","市場執行済","-","12/19 09:22:29","本日中","2025/12/19","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","41,300.0","41,310.0","41,430.0","41,310","0"
"6916","","","約定","-","-","12/19 09:22:09","本日中","2025/12/19","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","41,290.0","41,285.0","41,430.0","41,285","0"
"6915","","","約定","市場執行済","-","12/19 09:19:13","本日中","2025/12/19","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","41,330.0","41,340.0","41,430.0","41,340","0"
"6914","","","約定","-","-","12/19 09:19:04","本日中","2025/12/19","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","41,340.0","41,335.0","41,430.0","41,335","0"
"6913","","","取消済（出来無）","-","-","12/19 09:18:45","本日中","2025/12/19","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","0","-","-","41,310.0","-","41,430.0","0","0"
