注文番号,アルゴ注文番号,繰越区分,状況,状況(逆指値),セット注文,注文日時,執行条件,注文期限,銘柄,銘柄コード・市場,取引,売買,口座,注文方法,アルゴ注文情報,逆指値条件,セット注文条件,信用区分(弁済期限),注文数量[株/口],約定数量[株/口],注文金額[円],（ポイント利用）,注文単価[円],約定単価[円],現在値[円],約定代金[円],手数料[円]
"7037","","","-","取消済","-","12/26 09:05:36","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が43,490円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","43,950.0","0","0"
"7036","","","約定","-","-","12/26 09:05:28","本日中","2025/12/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,680.0","43,680.0","43,950.0","43,680","0"
"7035","","","約定","市場執行済","-","12/26 09:04:27","本日中","2025/12/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","2","2","-","-","43,570.0","43,570.0","43,950.0","87,140","0"
"7034","","","約定","市場執行済","-","12/26 09:04:27","本日中","2025/12/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,570.0","43,570.0","43,950.0","43,570","0"
"7033","","","約定","市場執行済","-","12/26 09:04:27","本日中","2025/12/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,570.0","43,570.0","43,950.0","43,570","0"
"7032","","","約定","-","-","12/26 09:01:47","本日中","2025/12/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,530.0","43,520.0","43,950.0","43,520","0"
"7031","","","-","取消済","-","12/26 09:01:38","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が43,390円以下なら成行で執行(本日中)","-","一般(1日)","2","0","-","-","-","-","43,950.0","0","0"
"7030","","","-","取消済","-","12/26 09:01:37","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が43,340円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","43,950.0","0","0"
"7029","","","約定","-","-","12/26 09:01:35","本日中","2025/12/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","2","2","-","-","43,530.0","43,525.0","43,950.0","87,050","0"
"7028","","","-","取消済","-","12/26 09:01:32","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が43,340円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","43,950.0","0","0"
"7027","","","約定","-","-","12/26 09:01:26","本日中","2025/12/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,510.0","43,500.0","43,950.0","43,500","0"
"7026","","","約定","市場執行済","-","12/26 09:01:02","本日中","2025/12/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,430.0","43,430.0","43,950.0","43,430","0"
"7025","","","約定","-","-","12/26 09:00:28","本日中","2025/12/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,440.0","43,440.0","43,950.0","43,440","0"
