注文番号,アルゴ注文番号,繰越区分,状況,状況(逆指値),セット注文,注文日時,執行条件,注文期限,銘柄,銘柄コード・市場,取引,売買,口座,注文方法,アルゴ注文情報,逆指値条件,セット注文条件,信用区分(弁済期限),注文数量[株/口],約定数量[株/口],注文金額[円],（ポイント利用）,注文単価[円],約定単価[円],現在値[円],約定代金[円],手数料[円]
"7780","","","約定","市場執行済","-","02/05 09:42:48","本日中","2026/02/05","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","50,000.0","50,000.0","49,960.0","50,000","0"
"7779","","","約定","-","-","02/05 09:42:39","本日中","2026/02/05","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","50,070.0","50,070.0","49,960.0","50,070","0"
"7778","","","約定","市場執行済","-","02/05 09:41:49","本日中","2026/02/05","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","50,040.0","50,050.0","49,960.0","50,050","0"
"7777","","","約定","-","-","02/05 09:41:05","本日中","2026/02/05","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","50,020.0","50,010.0","49,960.0","50,010","0"
"7776","","","約定","市場執行済","-","02/05 09:24:35","本日中","2026/02/05","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","49,800.0","49,800.0","49,960.0","49,800","0"
"7775","","","約定","-","-","02/05 09:22:51","本日中","2026/02/05","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","49,820.0","49,820.0","49,960.0","49,820","0"
"7774","","","約定","市場執行済","-","02/05 09:18:29","本日中","2026/02/05","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","成行","49,650.0","49,960.0","49,650","0"
"7773","","","約定","-","-","02/05 09:17:52","本日中","2026/02/05","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","49,740.0","49,740.0","49,960.0","49,740","0"
