注文番号,アルゴ注文番号,繰越区分,状況,状況(逆指値),セット注文,注文日時,執行条件,注文期限,銘柄,銘柄コード・市場,取引,売買,口座,注文方法,アルゴ注文情報,逆指値条件,セット注文条件,信用区分(弁済期限),注文数量[株/口],約定数量[株/口],注文金額[円],（ポイント利用）,注文単価[円],約定単価[円],現在値[円],約定代金[円],手数料[円]
"6265","","","約定","市場執行済","-","12/11 10:26:04","本日中","2025/12/11","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","3","3","-","-","43,580.0","43,580.0","43,580.0","130,740","0"
"6264","","","約定","-","-","12/11 10:25:27","本日中","2025/12/11","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","3","3","-","-","43,580.0","43,580.0","43,580.0","130,740","0"
"6263","","","約定","市場執行済","-","12/11 10:24:50","本日中","2025/12/11","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","3","3","-","-","43,590.0","43,590.0","43,580.0","130,770","0"
"6262","","","約定","-","-","12/11 10:24:12","本日中","2025/12/11","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","3","3","-","-","43,580.0","43,580.0","43,580.0","130,740","0"
"6261","","","約定","市場執行済","-","12/11 10:23:17","本日中","2025/12/11","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","3","3","-","-","43,580.0","43,580.0","43,580.0","130,740","0"
"6260","","","約定","-","-","12/11 10:23:04","本日中","2025/12/11","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","3","3","-","-","43,570.0","43,570.0","43,580.0","130,710","0"
"6259","","","約定","市場執行済","-","12/11 10:22:46","本日中","2025/12/11","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","3","3","-","-","43,560.0","43,560.0","43,580.0","130,680","0"
"6258","","","約定","-","-","12/11 10:22:36","本日中","2025/12/11","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","3","3","-","-","43,590.0","43,590.0","43,580.0","130,770","0"
"6257","","","約定","市場執行済","-","12/11 10:22:22","本日中","2025/12/11","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","3","3","-","-","43,590.0","43,590.0","43,580.0","130,770","0"
"6256","","","約定","-","-","12/11 10:21:43","本日中","2025/12/11","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","3","3","-","-","43,540.0","43,540.0","43,580.0","130,620","0"
"6255","","","約定","市場執行済","-","12/11 10:21:12","本日中","2025/12/11","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","3","3","-","-","43,550.0","43,550.0","43,580.0","130,650","0"
