注文番号,アルゴ注文番号,繰越区分,状況,状況(逆指値),セット注文,注文日時,執行条件,注文期限,銘柄,銘柄コード・市場,取引,売買,口座,注文方法,アルゴ注文情報,逆指値条件,セット注文条件,信用区分(弁済期限),注文数量[株/口],約定数量[株/口],注文金額[円],（ポイント利用）,注文単価[円],約定単価[円],現在値[円],約定代金[円],手数料[円]
"8234","","","約定","市場執行済","-","03/09 09:40:18","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","45,620.0","45,610.0","46,460.0","45,610","0"
"8233","","","約定","-","-","03/09 09:40:09","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","45,710.0","45,710.0","46,460.0","45,710","0"
"8232","","","約定","市場執行済","-","03/09 09:37:11","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","46,040.0","46,030.0","46,460.0","46,030","0"
"8231","","","約定","-","-","03/09 09:37:04","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","46,070.0","46,090.0","46,460.0","46,090","0"
"8230","","","約定","市場執行済","-","03/09 09:36:41","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","46,330.0","46,330.0","46,460.0","46,330","0"
"8229","","","約定","-","-","03/09 09:36:19","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","46,310.0","46,310.0","46,460.0","46,310","0"
"8228","","","約定","市場執行済","-","03/09 09:36:13","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","46,280.0","46,285.0","46,460.0","46,285","0"
"8227","","","約定","-","-","03/09 09:35:53","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","46,310.0","46,310.0","46,460.0","46,310","0"
"8226","","","約定","市場執行済","-","03/09 09:35:47","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","46,270.0","46,300.0","46,460.0","46,300","0"
"8225","","","約定","-","-","03/09 09:35:35","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","46,260.0","46,250.0","46,460.0","46,250","0"
"8224","","","約定","市場執行済","-","03/09 09:35:28","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","46,260.0","46,260.0","46,460.0","46,260","0"
"8223","","","約定","市場執行済","-","03/09 09:35:28","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","46,260.0","46,260.0","46,460.0","46,260","0"
"8222","","","約定","-","-","03/09 09:35:11","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","46,160.0","46,160.0","46,460.0","46,160","0"
"8221","","","-","取消済","-","03/09 09:35:05","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が46,020円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","46,460.0","0","0"
"8220","","","約定","-","-","03/09 09:35:00","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","46,120.0","46,120.0","46,460.0","46,120","0"
"8219","","","約定","市場執行済","-","03/09 09:34:54","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","46,010.0","46,010.0","46,460.0","46,010","0"
"8218","","","約定","市場執行済","-","03/09 09:34:54","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","46,010.0","46,010.0","46,460.0","46,010","0"
"8217","","","約定","-","-","03/09 09:34:43","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","45,980.0","45,980.0","46,460.0","45,980","0"
"8216","","","-","取消済","-","03/09 09:34:33","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が45,860円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","46,460.0","0","0"
"8215","","","約定","-","-","03/09 09:34:31","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","45,960.0","45,960.0","46,460.0","45,960","0"
"8214","","","約定","市場執行済","-","03/09 09:30:20","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","45,470.0","45,470.0","46,460.0","45,470","0"
"8213","","","約定","-","-","03/09 09:30:04","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","45,610.0","45,610.0","46,460.0","45,610","0"
"8212","","","約定","市場執行済","-","03/09 09:28:41","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","45,220.0","45,220.0","46,460.0","45,220","0"
"8211","","","約定","-","-","03/09 09:28:26","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","45,310.0","45,310.0","46,460.0","45,310","0"
"8210","","","約定","市場執行済","-","03/09 09:28:19","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","成行","45,265.0","46,460.0","45,265","0"
"8209","","","約定","-","-","03/09 09:28:02","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","45,420.0","45,370.0","46,460.0","45,370","0"
"8208","","","約定","市場執行済","-","03/09 09:26:53","本日中","2026/03/09","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","成行","45,310.0","46,460.0","45,310","0"
