注文番号,アルゴ注文番号,繰越区分,状況,状況(逆指値),セット注文,注文日時,執行条件,注文期限,銘柄,銘柄コード・市場,取引,売買,口座,注文方法,アルゴ注文情報,逆指値条件,セット注文条件,信用区分(弁済期限),注文数量[株/口],約定数量[株/口],注文金額[円],（ポイント利用）,注文単価[円],約定単価[円],現在値[円],約定代金[円],手数料[円]
"6851","","","約定","市場執行済","-","12/18 09:28:16","本日中","2025/12/18","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","40,880.0","40,880.0","40,890.0","40,880","0"
"6850","","","約定","-","-","12/18 09:27:38","本日中","2025/12/18","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","40,940.0","40,940.0","40,890.0","40,940","0"
"6849","","","約定","市場執行済","-","12/18 09:27:32","本日中","2025/12/18","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","40,910.0","40,910.0","40,890.0","40,910","0"
"6848","","","約定","-","-","12/18 09:26:35","本日中","2025/12/18","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","40,930.0","40,930.0","40,890.0","40,930","0"
"6847","","","約定","市場執行済","-","12/18 09:26:19","本日中","2025/12/18","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","40,950.0","40,950.0","40,890.0","40,950","0"
"6846","","","約定","-","-","12/18 09:26:10","本日中","2025/12/18","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","40,940.0","40,940.0","40,890.0","40,940","0"
"6845","","","約定","市場執行済","-","12/18 09:25:13","本日中","2025/12/18","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","40,880.0","40,880.0","40,890.0","40,880","0"
"6844","","","取消済（出来無）","-","-","12/18 09:25:08","本日中","2025/12/18","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","2","0","-","-","40,850.0","-","40,890.0","0","0"
"6843","","","-","取消済","-","12/18 09:25:02","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が40,690円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","40,890.0","0","0"
"6842","","","約定","-","-","12/18 09:24:54","本日中","2025/12/18","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","40,830.0","40,830.0","40,890.0","40,830","0"
