注文番号,アルゴ注文番号,繰越区分,状況,状況(逆指値),セット注文,注文日時,執行条件,注文期限,銘柄,銘柄コード・市場,取引,売買,口座,注文方法,アルゴ注文情報,逆指値条件,セット注文条件,信用区分(弁済期限),注文数量[株/口],約定数量[株/口],注文金額[円],（ポイント利用）,注文単価[円],約定単価[円],現在値[円],約定代金[円],手数料[円]
"7014","","","約定","市場執行済","-","12/24 09:17:10","本日中","2025/12/24","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,360.0","43,360.0","43,370.0","43,360","0"
"7013","","","約定","-","-","12/24 09:13:54","本日中","2025/12/24","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,430.0","43,430.0","43,370.0","43,430","0"
"7012","","","約定","市場執行済","-","12/24 09:11:51","本日中","2025/12/24","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,440.0","43,440.0","43,370.0","43,440","0"
"7011","","","約定","市場執行済","-","12/24 09:11:51","本日中","2025/12/24","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","2","2","-","-","43,440.0","43,440.0","43,370.0","86,880","0"
"7010","","","約定","市場執行済","-","12/24 09:11:51","本日中","2025/12/24","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,440.0","43,440.0","43,370.0","43,440","0"
"7009","","","約定","-","-","12/24 09:06:52","本日中","2025/12/24","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,440.0","43,440.0","43,370.0","43,440","0"
"7008","","","-","取消済","-","12/24 09:06:41","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が43,310円以下なら成行で執行(本日中)","-","一般(1日)","2","0","-","-","-","-","43,370.0","0","0"
"7007","","","-","取消済","-","12/24 09:06:39","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が43,290円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","43,370.0","0","0"
"7006","","","約定","-","-","12/24 09:06:38","本日中","2025/12/24","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","2","2","-","-","43,430.0","43,430.0","43,370.0","86,860","0"
"7005","","","-","取消済","-","12/24 09:06:10","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が43,290円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","43,370.0","0","0"
"7004","","","約定","-","-","12/24 09:06:08","本日中","2025/12/24","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,410.0","43,410.0","43,370.0","43,410","0"
"7003","","","約定","市場執行済","-","12/24 09:05:14","本日中","2025/12/24","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,350.0","43,360.0","43,370.0","43,360","0"
"7002","","","約定","-","-","12/24 09:04:46","本日中","2025/12/24","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,280.0","43,280.0","43,370.0","43,280","0"
