注文番号,アルゴ注文番号,繰越区分,状況,状況(逆指値),セット注文,注文日時,執行条件,注文期限,銘柄,銘柄コード・市場,取引,売買,口座,注文方法,アルゴ注文情報,逆指値条件,セット注文条件,信用区分(弁済期限),注文数量[株/口],約定数量[株/口],注文金額[円],（ポイント利用）,注文単価[円],約定単価[円],現在値[円],約定代金[円],手数料[円]
"7620","","","約定","市場執行済","-","01/26 09:29:14","本日中","2026/01/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","2","2","-","-","47,760.0","47,760.0","47,610.0","95,520","0"
"7619","","","約定","市場執行済","-","01/26 09:29:14","本日中","2026/01/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","47,760.0","47,760.0","47,610.0","47,760","0"
"7618","","","約定","-","-","01/26 09:28:37","本日中","2026/01/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","2","2","-","-","47,750.0","47,730.0","47,610.0","95,460","0"
"7617","","","-","取消済","-","01/26 09:28:28","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が47,570円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","47,610.0","0","0"
"7616","","","約定","-","-","01/26 09:28:25","本日中","2026/01/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","47,710.0","47,710.0","47,610.0","47,710","0"
"7615","","","約定","市場執行済","-","01/26 09:21:04","本日中","2026/01/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","47,670.0","47,670.0","47,610.0","47,670","0"
"7614","","","約定","-","-","01/26 09:20:52","本日中","2026/01/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","47,680.0","47,680.0","47,610.0","47,680","0"
"7613","","","約定","市場執行済","-","01/26 09:20:30","本日中","2026/01/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","47,630.0","47,670.0","47,610.0","47,670","0"
"7612","","","約定","市場執行済","-","01/26 09:20:30","本日中","2026/01/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","2","2","-","-","47,630.0","47,670.0","47,610.0","95,340","0"
"7611","","","約定","市場執行済","-","01/26 09:20:30","本日中","2026/01/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","47,630.0","47,670.0","47,610.0","47,670","0"
