注文番号,アルゴ注文番号,繰越区分,状況,状況(逆指値),セット注文,注文日時,執行条件,注文期限,銘柄,銘柄コード・市場,取引,売買,口座,注文方法,アルゴ注文情報,逆指値条件,セット注文条件,信用区分(弁済期限),注文数量[株/口],約定数量[株/口],注文金額[円],（ポイント利用）,注文単価[円],約定単価[円],現在値[円],約定代金[円],手数料[円]
"8150","","","約定","市場執行済","-","03/05 09:32:10","本日中","2026/03/05","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","53,570.0","53,570.0","51,160.0","53,570","0"
"8149","","","約定","-","-","03/05 09:31:37","本日中","2026/03/05","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","53,590.0","53,590.0","51,160.0","53,590","0"
"8148","","","約定","市場執行済","-","03/05 09:31:26","本日中","2026/03/05","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","53,560.0","53,560.0","51,160.0","53,560","0"
"8147","","","約定","-","-","03/05 09:31:03","本日中","2026/03/05","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","53,520.0","53,520.0","51,160.0","53,520","0"
"8146","","","約定","市場執行済","-","03/05 09:30:32","本日中","2026/03/05","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","53,440.0","53,440.0","51,160.0","53,440","0"
"8145","","","約定","市場執行済","-","03/05 09:30:32","本日中","2026/03/05","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","53,440.0","53,440.0","51,160.0","53,440","0"
"8144","","","約定","-","-","03/05 09:30:15","本日中","2026/03/05","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","53,430.0","53,430.0","51,160.0","53,430","0"
"8143","","","-","取消済","-","03/05 09:30:12","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が53,300円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","51,160.0","0","0"
"8142","","","約定","-","-","03/05 09:30:09","本日中","2026/03/05","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","53,420.0","53,420.0","51,160.0","53,420","0"
"8141","","","約定","市場執行済","-","03/05 09:17:19","本日中","2026/03/05","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","53,270.0","53,270.0","51,160.0","53,270","0"
"8140","","","約定","市場執行済","-","03/05 09:17:19","本日中","2026/03/05","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","53,270.0","53,270.0","51,160.0","53,270","0"
"8139","","","約定","-","-","03/05 09:16:48","本日中","2026/03/05","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","53,210.0","53,210.0","51,160.0","53,210","0"
"8138","","","-","取消済","-","03/05 09:16:46","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が53,040円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","51,160.0","0","0"
"8137","","","約定","-","-","03/05 09:16:42","本日中","2026/03/05","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","53,160.0","53,160.0","51,160.0","53,160","0"
"8136","","","約定","市場執行済","-","03/05 09:16:05","本日中","2026/03/05","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","53,120.0","53,120.0","51,160.0","53,120","0"
"8135","","","約定","-","-","03/05 09:15:49","本日中","2026/03/05","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","53,130.0","53,130.0","51,160.0","53,130","0"
