注文番号,アルゴ注文番号,繰越区分,状況,状況(逆指値),セット注文,注文日時,執行条件,注文期限,銘柄,銘柄コード・市場,取引,売買,口座,注文方法,アルゴ注文情報,逆指値条件,セット注文条件,信用区分(弁済期限),注文数量[株/口],約定数量[株/口],注文金額[円],（ポイント利用）,注文単価[円],約定単価[円],現在値[円],約定代金[円],手数料[円]
"7661","","","約定","市場執行済","-","01/28 09:13:13","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","47,460.0","47,460.0","47,340.0","47,460","0"
"7660","","","約定","-","-","01/28 09:12:47","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","47,510.0","47,480.0","47,340.0","47,480","0"
"7659","","","約定","市場執行済","-","01/28 09:10:08","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","47,380.0","47,380.0","47,340.0","47,380","0"
"7658","","","取消済（出来無）","市場執行済","-","01/28 09:09:07","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","0","-","-","47,390.0","-","47,340.0","0","0"
"7657","","","約定","-","-","01/28 09:08:11","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","47,270.0","47,270.0","47,340.0","47,270","0"
"7656","","","約定","市場執行済","-","01/28 09:07:33","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","47,290.0","47,290.0","47,340.0","47,290","0"
"7655","","","約定","市場執行済","-","01/28 09:07:33","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","47,290.0","47,290.0","47,340.0","47,290","0"
"7654","","","約定","-","-","01/28 09:06:52","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","47,270.0","47,290.0","47,340.0","47,290","0"
"7653","","","-","取消済","-","01/28 09:06:37","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","逆指値注文","-","市場価格が47,440円以上なら成行で執行(本日中)","-","制度(6ヶ月)","1","0","-","-","-","-","47,340.0","0","0"
"7652","","","約定","-","-","01/28 09:06:34","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","47,280.0","47,280.0","47,340.0","47,280","0"
"7651","","","約定","市場執行済","-","01/28 09:05:37","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","47,280.0","47,280.0","47,340.0","47,280","0"
"7650","","","約定","市場執行済","-","01/28 09:05:37","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","2","2","-","-","47,280.0","47,280.0","47,340.0","94,560","0"
"7649","","","約定","-","-","01/28 09:05:21","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","2","2","-","-","47,290.0","47,290.0","47,340.0","94,580","0"
"7648","","","-","取消済","-","01/28 09:05:10","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","逆指値注文","-","市場価格が47,480円以上なら成行で執行(本日中)","-","制度(6ヶ月)","1","0","-","-","-","-","47,340.0","0","0"
"7647","","","約定","-","-","01/28 09:05:03","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","47,290.0","47,310.0","47,340.0","47,310","0"
"7646","","","約定","市場執行済","-","01/28 09:03:54","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","47,320.0","47,320.0","47,340.0","47,320","0"
"7645","","","約定","市場執行済","-","01/28 09:03:54","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","2","2","-","-","47,320.0","47,320.0","47,340.0","94,640","0"
"7644","","","約定","市場執行済","-","01/28 09:03:54","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","47,320.0","47,320.0","47,340.0","47,320","0"
"7643","","","取消済（出来無）","市場執行済","-","01/28 09:03:22","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","0","-","-","47,330.0","-","47,340.0","0","0"
"7642","","","取消済（出来無）","市場執行済","-","01/28 09:03:22","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","0","-","-","47,330.0","-","47,340.0","0","0"
"7641","","","取消済（出来無）","市場執行済","-","01/28 09:03:22","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","2","0","-","-","47,330.0","-","47,340.0","0","0"
"7640","","","約定","-","-","01/28 09:02:40","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","47,320.0","47,320.0","47,340.0","47,320","0"
"7639","","","-","取消済","-","01/28 09:02:26","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","逆指値注文","-","市場価格が47,480円以上なら成行で執行(本日中)","-","制度(6ヶ月)","2","0","-","-","-","-","47,340.0","0","0"
"7638","","","-","取消済","-","01/28 09:02:24","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","逆指値注文","-","市場価格が47,490円以上なら成行で執行(本日中)","-","制度(6ヶ月)","1","0","-","-","-","-","47,340.0","0","0"
"7637","","","約定","-","-","01/28 09:02:18","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","2","2","-","-","47,340.0","47,340.0","47,340.0","94,680","0"
"7636","","","-","取消済","-","01/28 09:02:15","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","逆指値注文","-","市場価格が47,490円以上なら成行で執行(本日中)","-","制度(6ヶ月)","1","0","-","-","-","-","47,340.0","0","0"
"7635","","","約定","-","-","01/28 09:02:12","本日中","2026/01/28","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","47,350.0","47,350.0","47,340.0","47,350","0"
