注文番号,アルゴ注文番号,繰越区分,状況,状況(逆指値),セット注文,注文日時,執行条件,注文期限,銘柄,銘柄コード・市場,取引,売買,口座,注文方法,アルゴ注文情報,逆指値条件,セット注文条件,信用区分(弁済期限),注文数量[株/口],約定数量[株/口],注文金額[円],（ポイント利用）,注文単価[円],約定単価[円],現在値[円],約定代金[円],手数料[円]
"8009","","","約定","市場執行済","-","02/26 09:39:26","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","58,620.0","58,620.0","58,650.0","58,620","0"
"8008","","","約定","-","-","02/26 09:38:29","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","58,630.0","58,630.0","58,650.0","58,630","0"
"8007","","","約定","市場執行済","-","02/26 09:38:22","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","58,590.0","58,600.0","58,650.0","58,600","0"
"8006","","","約定","-","-","02/26 09:37:49","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","58,590.0","58,590.0","58,650.0","58,590","0"
"8005","","","約定","市場執行済","-","02/26 09:30:47","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","58,870.0","58,870.0","58,650.0","58,870","0"
"8004","","","約定","-","-","02/26 09:29:58","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","58,870.0","58,850.0","58,650.0","58,850","0"
"8003","","","約定","市場執行済","-","02/26 09:27:55","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","58,880.0","58,890.0","58,650.0","58,890","0"
"8002","","","約定","市場執行済","-","02/26 09:27:55","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","58,880.0","58,890.0","58,650.0","58,890","0"
"8001","","","約定","-","-","02/26 09:27:20","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","58,860.0","58,860.0","58,650.0","58,860","0"
"8000","","","-","取消済","-","02/26 09:27:14","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が58,650円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","58,650.0","0","0"
"7999","","","約定","-","-","02/26 09:27:09","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","58,830.0","58,830.0","58,650.0","58,830","0"
"7998","","","約定","市場執行済","-","02/26 09:26:00","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","58,610.0","58,610.0","58,650.0","58,610","0"
"7997","","","約定","-","-","02/26 09:25:23","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","58,550.0","58,560.0","58,650.0","58,560","0"
"7996","","","約定","市場執行済","-","02/26 09:25:17","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","58,550.0","58,550.0","58,650.0","58,550","0"
"7995","","","約定","市場執行済","-","02/26 09:25:17","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","58,550.0","58,550.0","58,650.0","58,550","0"
"7994","","","約定","市場執行済","-","02/26 09:25:17","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","58,550.0","58,550.0","58,650.0","58,550","0"
"7993","","","取消済（出来無）","市場執行済","-","02/26 09:24:13","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","0","-","-","58,560.0","-","58,650.0","0","0"
"7992","","","取消済（出来無）","市場執行済","-","02/26 09:24:12","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","0","-","-","58,560.0","-","58,650.0","0","0"
"7991","","","取消済（出来無）","市場執行済","-","02/26 09:24:12","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","0","-","-","58,560.0","-","58,650.0","0","0"
"7990","","","約定","-","-","02/26 09:23:46","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","58,570.0","58,570.0","58,650.0","58,570","0"
"7989","","","-","取消済","-","02/26 09:23:43","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","逆指値注文","-","市場価格が58,780円以上なら成行で執行(本日中)","-","制度(6ヶ月)","1","0","-","-","-","-","58,650.0","0","0"
"7988","","","-","取消済","-","02/26 09:23:43","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","逆指値注文","-","市場価格が58,760円以上なら成行で執行(本日中)","-","制度(6ヶ月)","1","0","-","-","-","-","58,650.0","0","0"
"7987","","","約定","-","-","02/26 09:23:39","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","58,580.0","58,580.0","58,650.0","58,580","0"
"7986","","","-","取消済","-","02/26 09:23:35","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","逆指値注文","-","市場価格が58,780円以上なら成行で執行(本日中)","-","制度(6ヶ月)","1","0","-","-","-","-","58,650.0","0","0"
"7985","","","約定","-","-","02/26 09:23:26","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","58,570.0","58,600.0","58,650.0","58,600","0"
"7984","","","約定","市場執行済","-","02/26 09:22:51","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","3","3","-","-","58,670.0","58,670.0","58,650.0","176,010","0"
"7983","","","約定","-","-","02/26 09:21:47","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","58,580.0","58,600.0","58,650.0","58,600","0"
"7982","","","-","取消済","-","02/26 09:21:44","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","逆指値注文","-","市場価格が58,780円以上なら成行で執行(本日中)","-","制度(6ヶ月)","2","0","-","-","-","-","58,650.0","0","0"
"7981","","","約定","-","-","02/26 09:21:34","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","58,520.0","58,600.0","58,650.0","58,600","0"
"7980","","","約定","-","-","02/26 09:21:28","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","58,520.0","58,600.0","58,650.0","58,600","0"
"7979","","","約定","市場執行済","-","02/26 09:21:13","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","58,550.0","58,660.0","58,650.0","58,660","0"
"7978","","","約定","市場執行済","-","02/26 09:21:13","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","58,550.0","58,660.0","58,650.0","58,660","0"
"7977","","","約定","-","-","02/26 09:21:04","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","58,740.0","58,720.0","58,650.0","58,720","0"
"7976","","","-","取消済","-","02/26 09:20:53","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が58,550円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","58,650.0","0","0"
"7975","","","約定","-","-","02/26 09:20:49","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","58,740.0","58,730.0","58,650.0","58,730","0"
"7974","","","取消済（出来無）","-","-","02/26 08:55:16","本日中","2026/02/26","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(無期限)","1","0","-","-","47,800.0","-","58,650.0","0","0"
