注文番号,アルゴ注文番号,繰越区分,状況,状況(逆指値),セット注文,注文日時,執行条件,注文期限,銘柄,銘柄コード・市場,取引,売買,口座,注文方法,アルゴ注文情報,逆指値条件,セット注文条件,信用区分(弁済期限),注文数量[株/口],約定数量[株/口],注文金額[円],（ポイント利用）,注文単価[円],約定単価[円],現在値[円],約定代金[円],手数料[円]
"7001","","","約定","市場執行済","-","12/23 09:15:31","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,290.0","43,310.0","43,260.0","43,310","0"
"7000","","","約定","-","-","12/23 09:14:45","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,370.0","43,370.0","43,260.0","43,370","0"
"6999","","","約定","市場執行済","-","12/23 09:14:37","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,390.0","43,390.0","43,260.0","43,390","0"
"6998","","","約定","-","-","12/23 09:14:08","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,410.0","43,405.0","43,260.0","43,405","0"
"6997","","","約定","市場執行済","-","12/23 09:13:41","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,400.0","43,400.0","43,260.0","43,400","0"
"6996","","","約定","市場執行済","-","12/23 09:13:41","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,400.0","43,400.0","43,260.0","43,400","0"
"6995","","","約定","-","-","12/23 09:13:01","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,390.0","43,390.0","43,260.0","43,390","0"
"6994","","","-","取消済","-","12/23 09:12:48","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が43,260円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","43,260.0","0","0"
"6993","","","約定","-","-","12/23 09:12:47","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,380.0","43,380.0","43,260.0","43,380","0"
"6992","","","約定","市場執行済","-","12/23 09:12:33","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,390.0","43,390.0","43,260.0","43,390","0"
"6991","","","約定","市場執行済","-","12/23 09:12:33","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,390.0","43,390.0","43,260.0","43,390","0"
"6990","","","約定","-","-","12/23 09:12:08","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,390.0","43,380.0","43,260.0","43,380","0"
"6989","","","-","取消済","-","12/23 09:11:59","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が43,240円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","43,260.0","0","0"
"6988","","","約定","-","-","12/23 09:11:55","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,360.0","43,360.0","43,260.0","43,360","0"
"6987","","","約定","市場執行済","-","12/23 09:10:18","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,340.0","43,340.0","43,260.0","43,340","0"
"6986","","","約定","市場執行済","-","12/23 09:10:18","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,340.0","43,340.0","43,260.0","43,340","0"
"6985","","","約定","市場執行済","-","12/23 09:10:18","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,340.0","43,340.0","43,260.0","43,340","0"
"6984","","","約定","-","-","12/23 09:10:00","本日中","2025/12/23","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","43,350.0","43,350.0","43,260.0","43,350","0"
