注文番号,アルゴ注文番号,繰越区分,状況,状況(逆指値),セット注文,注文日時,執行条件,注文期限,銘柄,銘柄コード・市場,取引,売買,口座,注文方法,アルゴ注文情報,逆指値条件,セット注文条件,信用区分(弁済期限),注文数量[株/口],約定数量[株/口],注文金額[円],（ポイント利用）,注文単価[円],約定単価[円],現在値[円],約定代金[円],手数料[円]
"7960","","","約定","-","-","02/24 10:22:50","本日中","2026/02/24","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","3","3","-","-","55,040.0","55,060.0","55,210.0","165,180","0"
"7959","","","取消済（出来無）","-","-","02/24 09:51:53","本日中","2026/02/24","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","3","0","-","-","55,090.0","-","55,210.0","0","0"
"7958","","","-","取消済","-","02/24 09:40:52","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が54,810円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","55,210.0","0","0"
"7957","","","-","取消済","-","02/24 09:40:52","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が54,760円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","55,210.0","0","0"
"7956","","","-","取消済","-","02/24 09:40:52","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が54,750円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","55,210.0","0","0"
"7955","","","約定","-","-","02/24 09:40:50","本日中","2026/02/24","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","54,940.0","54,930.0","55,210.0","54,930","0"
"7954","","","-","取消済","-","02/24 09:40:31","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が54,750円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","55,210.0","0","0"
"7953","","","-","取消済","-","02/24 09:40:27","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が54,760円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","55,210.0","0","0"
"7952","","","-","取消済","-","02/24 09:40:25","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が54,750円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","55,210.0","0","0"
"7951","","","約定","-","-","02/24 09:40:23","本日中","2026/02/24","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","54,880.0","54,880.0","55,210.0","54,880","0"
"7950","","","-","取消済","-","02/24 09:40:15","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が54,750円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","55,210.0","0","0"
"7949","","","約定","-","-","02/24 09:40:10","本日中","2026/02/24","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","54,870.0","54,870.0","55,210.0","54,870","0"
"7948","","","約定","市場執行済","-","02/24 09:39:52","本日中","2026/02/24","ＮＦ日経レバ","1570 東証(SOR)","信用返済","買埋","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","54,900.0","54,880.0","55,210.0","54,880","0"
"7947","","","約定","-","-","02/24 09:39:33","本日中","2026/02/24","ＮＦ日経レバ","1570 東証(SOR)","信用新規","売建","特定","通常注文","-","-","-","制度(6ヶ月)","1","1","-","-","54,780.0","54,800.0","55,210.0","54,800","0"
"7946","","","約定","市場執行済","-","02/24 09:36:57","本日中","2026/02/24","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","54,750.0","54,750.0","55,210.0","54,750","0"
"7945","","","約定","-","-","02/24 09:36:10","本日中","2026/02/24","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","54,790.0","54,780.0","55,210.0","54,780","0"
