注文番号,アルゴ注文番号,繰越区分,状況,状況(逆指値),セット注文,注文日時,執行条件,注文期限,銘柄,銘柄コード・市場,取引,売買,口座,注文方法,アルゴ注文情報,逆指値条件,セット注文条件,信用区分(弁済期限),注文数量[株/口],約定数量[株/口],注文金額[円],（ポイント利用）,注文単価[円],約定単価[円],現在値[円],約定代金[円],手数料[円]
"7827","","","約定","市場執行済","-","02/10 09:41:21","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","55,410.0","55,410.0","55,360.0","55,410","0"
"7826","","","約定","-","-","02/10 09:41:11","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","55,410.0","55,390.0","55,360.0","55,390","0"
"7825","","","約定","市場執行済","-","02/10 09:40:53","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","55,400.0","55,400.0","55,360.0","55,400","0"
"7824","","","約定","-","-","02/10 09:40:42","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","55,410.0","55,410.0","55,360.0","55,410","0"
"7823","","","約定","市場執行済","-","02/10 09:19:06","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","55,360.0","55,360.0","55,360.0","55,360","0"
"7822","","","約定","-","-","02/10 09:18:41","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","55,350.0","55,350.0","55,360.0","55,350","0"
"7821","","","約定","市場執行済","-","02/10 09:07:32","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","成行","55,160.0","55,360.0","55,160","0"
"7820","","","約定","-","-","02/10 09:07:10","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","55,310.0","55,310.0","55,360.0","55,310","0"
"7819","","","約定","市場執行済","-","02/10 09:06:55","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","55,260.0","55,260.0","55,360.0","55,260","0"
"7818","","","約定","-","-","02/10 09:06:43","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","55,250.0","55,240.0","55,360.0","55,240","0"
"7817","","","約定","市場執行済","-","02/10 09:06:33","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","55,240.0","55,240.0","55,360.0","55,240","0"
"7816","","","約定","市場執行済","-","02/10 09:06:33","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","2","2","-","-","55,240.0","55,240.0","55,360.0","110,480","0"
"7815","","","約定","市場執行済","-","02/10 09:06:33","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","55,240.0","55,240.0","55,360.0","55,240","0"
"7814","","","約定","-","-","02/10 09:06:18","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","55,220.0","55,220.0","55,360.0","55,220","0"
"7813","","","-","取消済","-","02/10 09:06:09","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が55,020円以下なら成行で執行(本日中)","-","一般(1日)","2","0","-","-","-","-","55,360.0","0","0"
"7812","","","-","取消済","-","02/10 09:06:06","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が55,000円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","55,360.0","0","0"
"7811","","","約定","-","-","02/10 09:05:58","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","2","2","-","-","55,190.0","55,190.0","55,360.0","110,380","0"
"7810","","","-","取消済","-","02/10 09:05:54","-","-","ＮＦ日経レバ","1570 東証(SOR)","信用返済","売埋","特定","逆指値注文","-","市場価格が55,000円以下なら成行で執行(本日中)","-","一般(1日)","1","0","-","-","-","-","55,360.0","0","0"
"7809","","","約定","-","-","02/10 09:05:52","本日中","2026/02/10","ＮＦ日経レバ","1570 東証(SOR)","信用新規","買建","特定","通常注文","-","-","-","一般(1日)","1","1","-","-","55,140.0","55,140.0","55,360.0","55,140","0"
